# domain	grade	kind	question	answer
# GSM8K teach pack generated 2026-07-30T01:59:50.605888+00:00
# kinds: calc=hop atom, word=full Q, bridge=last-step→final
math	gsm8k	calc	180 minus 84	96
math	gsm8k	calc	96/12	8
math	gsm8k	calc	96 divided by 12	8
math	gsm8k	word	Patsy is gearing up for this weekend’s graduation. She needs to have 6 appetizers per each of her 30 guests. She’s making 3 dozen deviled eggs, 2 dozen pigs in a blanket and 2 dozen kebabs. How many more dozen appetizers	8
math	gsm8k	bridge	last step 96/12	8
math	gsm8k	bridge	result of 96/12	8
math	gsm8k	calc	4+1+2	7
math	gsm8k	calc	7*4	28
math	gsm8k	calc	7 times 4	28
math	gsm8k	calc	3*3	9
math	gsm8k	calc	3 times 3	9
math	gsm8k	calc	28+9+1+2	40
math	gsm8k	word	There is a very large room that has 4 tables, 1 sofa and 2 chairs that have 4 legs each. There are also 3 tables with 3 legs each, 1 table with 1 leg, and 1 rocking chair with 2 legs. How many legs are there in the room?	40
math	gsm8k	bridge	last step 28+9+1+2	40
math	gsm8k	bridge	result of 28+9+1+2	40
math	gsm8k	calc	3*2	6
math	gsm8k	calc	3 times 2	6
math	gsm8k	calc	2*3	6
math	gsm8k	calc	2 times 3	6
math	gsm8k	calc	2*1.5	3
math	gsm8k	calc	2 times 1.5	3
math	gsm8k	calc	2*1	2
math	gsm8k	calc	2 times 1	2
math	gsm8k	calc	6+6+3+2	17
math	gsm8k	calc	20-17	3
math	gsm8k	calc	20 minus 17	3
math	gsm8k	word	Cappuccinos cost $2, iced teas cost $3, cafe lattes cost $1.5 and espressos cost $1 each. Sandy orders some drinks for herself and some friends. She orders three cappuccinos, two iced teas, two cafe lattes, and two espre	3
math	gsm8k	bridge	last step 20-17	3
math	gsm8k	bridge	result of 20-17	3
math	gsm8k	calc	500*10*.01	50
math	gsm8k	calc	500*10*.01	50
math	gsm8k	calc	500-155	345
math	gsm8k	calc	500 minus 155	345
math	gsm8k	word	Alex gets paid $500 a week and 10% of his weekly income is deducted as tax. He also pays his weekly water bill for $55 and gives away another 10% of his weekly income as a tithe. How much money does Alex have left?	345
math	gsm8k	bridge	last step 500-155	345
math	gsm8k	bridge	result of 500-155	345
math	gsm8k	word	Ivan has a bird feeder in his yard that holds two cups of birdseed. Every week, he has to refill the emptied feeder. Each cup of birdseed can feed fourteen birds, but Ivan is constantly chasing away a hungry squirrel tha	21
math	gsm8k	calc	2*3+1*1	7
math	gsm8k	calc	2*3+4*1	10
math	gsm8k	calc	7+10	17
math	gsm8k	calc	7 plus 10	17
math	gsm8k	word	An elementary school teacher is making Halloween goodie bags for her class. She wants the bags to be personalized, so she surveys her students asking whether they'd like a vampire-themed bag or a pumpkin-themed bag. Of h	17
math	gsm8k	bridge	last step 7+10	17
math	gsm8k	bridge	result of 7+10	17
math	gsm8k	calc	16/2	8
math	gsm8k	calc	16 divided by 2	8
math	gsm8k	calc	8*25*.01	2
math	gsm8k	word	A zoo has 16 pandas, paired into mates (in the same zoo). Only 25% of the panda couples get pregnant after mating. If they each have one baby, how many panda babies are born?	2
math	gsm8k	bridge	last step 8*25*.01	2
math	gsm8k	bridge	result of 8*25*.01	2
math	gsm8k	calc	8/2	4
math	gsm8k	calc	8 divided by 2	4
math	gsm8k	calc	6*4	24
math	gsm8k	calc	6 times 4	24
math	gsm8k	word	A movie theater has 6 screens which show movies back-to-back all day. If the movie theater is open for 8 hours, and each movie lasts 2 hours, how many movies are shown in total throughout the day?	24
math	gsm8k	bridge	last step 6*4	24
math	gsm8k	bridge	result of 6*4	24
math	gsm8k	calc	200*25/100	50
math	gsm8k	calc	200-50	150
math	gsm8k	calc	200 minus 50	150
math	gsm8k	calc	150*10/100	15
math	gsm8k	calc	150+15	165
math	gsm8k	calc	150 plus 15	165
math	gsm8k	word	A porcelain vase was originally priced at $200 but went on sale for 25% off. If Donna bought the porcelain vase and paid 10% sales tax, how much did she pay in total?	165
math	gsm8k	bridge	last step 150+15	165
math	gsm8k	bridge	result of 150+15	165
math	gsm8k	word	Yuan is 7 years older than his brother David and twice his age. How old is David?	7
math	gsm8k	calc	2*3-1	5
math	gsm8k	calc	4*4	16
math	gsm8k	calc	4 times 4	16
math	gsm8k	calc	16+2+5	23
math	gsm8k	word	Carla is taking attendance for her sixth-grade class. She knows that 2 students are in the restroom, and one less than three times that number of students are absent. If there are four rows with six desks each that are a	23
math	gsm8k	bridge	last step 16+2+5	23
math	gsm8k	bridge	result of 16+2+5	23
math	gsm8k	calc	1.5+1.5	3
math	gsm8k	calc	1.5 plus 1.5	3
math	gsm8k	calc	3*30	90
math	gsm8k	calc	3 times 30	90
math	gsm8k	word	If Clover goes for a 1.5-mile walk in the morning and another 1.5-mile walk in the evening, every day, how many miles does he walk in 30 days?	90
math	gsm8k	bridge	last step 3*30	90
math	gsm8k	bridge	result of 3*30	90
math	gsm8k	calc	21/3	7
math	gsm8k	calc	21 divided by 3	7
math	gsm8k	calc	21-7	14
math	gsm8k	calc	21 minus 7	14
math	gsm8k	calc	14+8	22
math	gsm8k	calc	14 plus 8	22
math	gsm8k	word	Tyler has 21 CDs. He gives away a third of his CDs to his friend. Then he goes to the music store and buys 8 brand new CDs. How many CDs does Tyler have now?	22
math	gsm8k	bridge	last step 14+8	22
math	gsm8k	bridge	result of 14+8	22
math	gsm8k	calc	200-50	150
math	gsm8k	calc	200 minus 50	150
math	gsm8k	calc	150*1/3	50
math	gsm8k	calc	150-50	100
math	gsm8k	calc	150 minus 50	100
math	gsm8k	calc	100+200	300
math	gsm8k	calc	100 plus 200	300
math	gsm8k	word	Steve owns a lake shop that sells fish. He has a stock of 200 fish. He sells 50 fish and because his refrigerators stop working a third of the remaining fish become spoiled. A new stock of 200 more fish arrives. How many	300
math	gsm8k	bridge	last step 100+200	300
math	gsm8k	bridge	result of 100+200	300
math	gsm8k	calc	22/2	11
math	gsm8k	calc	22 divided by 2	11
math	gsm8k	calc	2*13	26
math	gsm8k	calc	2 times 13	26
math	gsm8k	calc	22+13+11+26	72
math	gsm8k	word	Tabitha and her friends were excited to go to the Christmas parade because they knew candy would be thrown to the crowd from the floats. Tabitha caught 22 pieces of candy. Stan caught 13 pieces. Julie caught half the amo	72
math	gsm8k	bridge	last step 22+13+11+26	72
math	gsm8k	bridge	result of 22+13+11+26	72
math	gsm8k	calc	200*.7	140
math	gsm8k	calc	200-140	60
math	gsm8k	calc	200 minus 140	60
math	gsm8k	calc	60*2	120
math	gsm8k	calc	60 times 2	120
math	gsm8k	calc	200-120	80
math	gsm8k	calc	200 minus 120	80
math	gsm8k	word	Tom cannot afford a normal doctor, so he goes to a discount clinic that is 70% cheaper. It takes two visits, though, instead of 1. A normal doctor charges $200 for a visit. How much money does he save?	80
math	gsm8k	bridge	last step 200-120	80
math	gsm8k	bridge	result of 200-120	80
math	gsm8k	calc	2*2.50	5
math	gsm8k	calc	2 times 2.50	5
math	gsm8k	calc	9+5+3+4	21
math	gsm8k	word	Every Sunday, Sean picks up 1 almond croissant and 1 salami and cheese croissant that are $4.50 each. He also grabs a plain croissant for $3.00 and a loaf of focaccia for $4.00. On his way home he stops and picks up 2 la	21
math	gsm8k	bridge	last step 9+5+3+4	21
math	gsm8k	bridge	result of 9+5+3+4	21
math	gsm8k	calc	16/4	4
math	gsm8k	calc	16 divided by 4	4
math	gsm8k	calc	5+4	9
math	gsm8k	calc	5 plus 4	9
math	gsm8k	calc	9/3	3
math	gsm8k	calc	9 divided by 3	3
math	gsm8k	calc	9-3	6
math	gsm8k	calc	9 minus 3	6
math	gsm8k	word	Bingley has 5 bracelets. Kelly gives Bingley a fourth of her 16 bracelets. Then Bingley gives a third of his bracelets to his little sister. How many bracelets does Bingley have remaining?	6
math	gsm8k	bridge	last step 9-3	6
math	gsm8k	bridge	result of 9-3	6
math	gsm8k	calc	3*2	6
math	gsm8k	calc	3 times 2	6
math	gsm8k	calc	2+2	4
math	gsm8k	calc	2 plus 2	4
math	gsm8k	calc	4*2	8
math	gsm8k	calc	4 times 2	8
math	gsm8k	calc	8*4	32
math	gsm8k	calc	8 times 4	32
math	gsm8k	calc	32+6	38
math	gsm8k	calc	32 plus 6	38
math	gsm8k	word	Matt needs to buy new plates for his home. He only wants to do dishes once a week. Three days a week it is only him and his son eating and they use 1 plate each. On the remainder of the days, his parents join them and ev	38
math	gsm8k	bridge	last step 32+6	38
math	gsm8k	bridge	result of 32+6	38
math	gsm8k	calc	2*1.5	3
math	gsm8k	calc	2 times 1.5	3
math	gsm8k	calc	7*3	21
math	gsm8k	calc	7 times 3	21
math	gsm8k	calc	21/10.5	2
math	gsm8k	calc	21 divided by 10.5	2
math	gsm8k	calc	16	16
math	gsm8k	calc	4*(1/2)	2
math	gsm8k	calc	16+2	18
math	gsm8k	calc	16 plus 2	18
math	gsm8k	word	Maddie wants to see how much her mom spends on coffee each week. She makes herself 2 cups of coffee per day. Each cup has 1.5 ounces of coffee beans. A bag of coffee costs $8 and contains 10.5 ounces of beans. She uses 1	18
math	gsm8k	bridge	last step 16+2	18
math	gsm8k	bridge	result of 16+2	18
math	gsm8k	calc	7+1+4	12
math	gsm8k	calc	10*12	120
math	gsm8k	calc	10 times 12	120
math	gsm8k	calc	120/60	2
math	gsm8k	calc	120 divided by 60	2
math	gsm8k	word	On Sunday Trey is going to do some chores at home. First, he wants to make a To Do list and count up how many things he has to do that day and how long it should take. He has several items under 'clean the house,' 'take 	2
math	gsm8k	bridge	last step 120/60	2
math	gsm8k	bridge	result of 120/60	2
math	gsm8k	calc	3*50	150
math	gsm8k	calc	3 times 50	150
math	gsm8k	calc	150-50	100
math	gsm8k	calc	150 minus 50	100
math	gsm8k	calc	150+100+50	300
math	gsm8k	calc	500-300	200
math	gsm8k	calc	500 minus 300	200
math	gsm8k	calc	200/4	50
math	gsm8k	calc	200 divided by 4	50
math	gsm8k	word	James decides to build a tin house by collecting 500 tins in a week. On the first day, he collects 50 tins. On the second day, he manages to collect 3 times that number. On the third day, he collects 50 tins fewer than t	50
math	gsm8k	bridge	last step 200/4	50
math	gsm8k	bridge	result of 200/4	50
math	gsm8k	calc	16+14	30
math	gsm8k	calc	16 plus 14	30
math	gsm8k	calc	30/2	15
math	gsm8k	calc	30 divided by 2	15
math	gsm8k	calc	30*.2	6
math	gsm8k	calc	15+6	21
math	gsm8k	calc	15 plus 6	21
math	gsm8k	word	James goes out to eat. He orders a steak and egg meal for $16. He is with his friend, who orders chicken fried steak for $14. His friend pays for half the bill and James pays the tip along with his half of the bill. They	21
math	gsm8k	bridge	last step 15+6	21
math	gsm8k	bridge	result of 15+6	21
math	gsm8k	calc	15*2	30
math	gsm8k	calc	15 times 2	30
math	gsm8k	calc	20*.01*30	6
math	gsm8k	calc	30-6	24
math	gsm8k	calc	30 minus 6	24
math	gsm8k	word	Sammy can eat 15 pickle slices. His twin sister Tammy can eat twice as much as Sammy. Their older brother Ron eats 20% fewer pickles slices than Tammy. How many pickle slices does Ron eat?	24
math	gsm8k	bridge	last step 30-6	24
math	gsm8k	bridge	result of 30-6	24
math	gsm8k	calc	15*4	60
math	gsm8k	calc	15 times 4	60
math	gsm8k	calc	100-60	40
math	gsm8k	calc	100 minus 60	40
math	gsm8k	calc	40/10	4
math	gsm8k	calc	40 divided by 10	4
math	gsm8k	word	Cupcakes are sold in packages of 10 and 15. Jean bought 4 packs of 15 cupcakes. If she will give one cupcake each to 100 children in the orphanage, how many packs of 10 cupcakes should she need to buy?	4
math	gsm8k	bridge	last step 40/10	4
math	gsm8k	bridge	result of 40/10	4
math	gsm8k	calc	74-14	60
math	gsm8k	calc	74 minus 14	60
math	gsm8k	calc	14*2	28
math	gsm8k	calc	14 times 2	28
math	gsm8k	calc	60-28	32
math	gsm8k	calc	60 minus 28	32
math	gsm8k	word	At the beginning of the day there were 74 apples in a basket. If Ricki removes 14 apples and Samson removes twice as many as Ricki. How many apples are left in the basket by the end of the day?	32
math	gsm8k	bridge	last step 60-28	32
math	gsm8k	bridge	result of 60-28	32
math	gsm8k	calc	1/3*15	5
math	gsm8k	calc	15-5	10
math	gsm8k	calc	15 minus 5	10
math	gsm8k	calc	5*30	150
math	gsm8k	calc	5 times 30	150
math	gsm8k	calc	10*25	250
math	gsm8k	calc	10 times 25	250
math	gsm8k	calc	150+250	400
math	gsm8k	calc	150 plus 250	400
math	gsm8k	word	A school has 15 classrooms. One-third of these classrooms have 30 desks in each classroom and the rest have 25 desks in each classroom. Only one student can sit at one desk. How many students can this school accommodate 	400
math	gsm8k	bridge	last step 150+250	400
math	gsm8k	bridge	result of 150+250	400
math	gsm8k	calc	75*10	750
math	gsm8k	calc	75 times 10	750
math	gsm8k	calc	750+75	825
math	gsm8k	calc	750 plus 75	825
math	gsm8k	calc	825*.2	165
math	gsm8k	calc	825-165	660
math	gsm8k	calc	825 minus 165	660
math	gsm8k	word	James decides to buy a new bed and bed frame. The bed frame is $75 and the bed is 10 times that price. He gets a deal for 20% off. How much does he pay for everything?	660
math	gsm8k	bridge	last step 825-165	660
math	gsm8k	bridge	result of 825-165	660
math	gsm8k	calc	20*50	1000
math	gsm8k	calc	20 times 50	1000
math	gsm8k	calc	1000*2	2000
math	gsm8k	calc	1000 times 2	2000
math	gsm8k	word	James takes 20 units per semester at community college. If each unit costs $50 how much does he pay for 2 semesters?	2000
math	gsm8k	bridge	last step 1000*2	2000
math	gsm8k	bridge	result of 1000*2	2000
math	gsm8k	calc	6*20	120
math	gsm8k	calc	6 times 20	120
math	gsm8k	calc	5*120	600
math	gsm8k	calc	5 times 120	600
math	gsm8k	word	There are six chairs in each row in a church. If there are 20 rows of chairs in the church, and each chair holds five people, calculate the number of people who have to sit in the chairs for the church to be full.	600
math	gsm8k	bridge	last step 5*120	600
math	gsm8k	bridge	result of 5*120	600
math	gsm8k	calc	2*6	12
math	gsm8k	calc	2 times 6	12
math	gsm8k	calc	2*10	20
math	gsm8k	calc	2 times 10	20
math	gsm8k	calc	12+20	32
math	gsm8k	calc	12 plus 20	32
math	gsm8k	word	Tim gets 6 hours of sleep 2 days in a row. To make up for it he sleeps 10 hours the next 2 days. How much sleep did he get?	32
math	gsm8k	bridge	last step 12+20	32
math	gsm8k	bridge	result of 12+20	32
math	gsm8k	calc	5+4+4	13
math	gsm8k	calc	13-5	8
math	gsm8k	calc	13 minus 5	8
math	gsm8k	word	Jeanne wants to ride the Ferris wheel, the roller coaster, and the bumper cars. The Ferris wheel costs 5 tickets, the roller coaster costs 4 tickets and the bumper cars cost 4 tickets. Jeanne has 5 tickets. How many more	8
math	gsm8k	bridge	last step 13-5	8
math	gsm8k	bridge	result of 13-5	8
math	gsm8k	calc	100-40	60
math	gsm8k	calc	100 minus 40	60
math	gsm8k	calc	60/2	30
math	gsm8k	calc	60 divided by 2	30
math	gsm8k	word	Forty percent of the students have elected to learn from home during the pandemic. The remaining students are divided into two equal groups, only one of which is physically in school on any day. What percent of students 	30
math	gsm8k	bridge	last step 60/2	30
math	gsm8k	bridge	result of 60/2	30
math	gsm8k	calc	12*2	24
math	gsm8k	calc	12 times 2	24
math	gsm8k	calc	24*3	72
math	gsm8k	calc	24 times 3	72
math	gsm8k	calc	24+72+12	108
math	gsm8k	word	Sam, Sid, and Steve brought popsicle sticks for their group activity in their Art class. Sam has thrice as many as Sid, and Sid has twice as many as Steve. If Steve has 12 popsicle sticks, how many popsicle sticks can th	108
math	gsm8k	bridge	last step 24+72+12	108
math	gsm8k	bridge	result of 24+72+12	108
math	gsm8k	calc	1000*10	10000
math	gsm8k	calc	1000 times 10	10000
math	gsm8k	calc	10000/500	20
math	gsm8k	calc	10000 divided by 500	20
math	gsm8k	word	John buys 1000 balloons. Each balloon holds 10 liters of air. If he buys 500-liter tanks of gas, how many tanks does he need to buy to fill all the balloons?	20
math	gsm8k	bridge	last step 10000/500	20
math	gsm8k	bridge	result of 10000/500	20
math	gsm8k	calc	9+18	27
math	gsm8k	calc	9 plus 18	27
math	gsm8k	word	Nadia walked 18 kilometers, which was twice as far as Hannah walked. How many kilometers did the two girls walk in total?	27
math	gsm8k	bridge	last step 9+18	27
math	gsm8k	bridge	result of 9+18	27
math	gsm8k	calc	12+6	18
math	gsm8k	calc	12 plus 6	18
math	gsm8k	calc	20-18	2
math	gsm8k	calc	20 minus 18	2
math	gsm8k	word	Eric has 20 marbles. He has 12 white marbles, 6 blue marbles, and the rest are green marbles. How many green marbles does Eric have?	2
math	gsm8k	bridge	last step 20-18	2
math	gsm8k	bridge	result of 20-18	2
math	gsm8k	calc	100*2	200
math	gsm8k	calc	100 times 2	200
math	gsm8k	calc	200+100	300
math	gsm8k	calc	200 plus 100	300
math	gsm8k	calc	300+100	400
math	gsm8k	calc	300 plus 100	400
math	gsm8k	calc	700-400	300
math	gsm8k	calc	700 minus 400	300
math	gsm8k	word	Lana and her friends go to a theater on the weekend to watch a new play Joan told them was live. When they arrived, Lana saw 100 cars in the front parking lot. She saw two times more vehicles at the back than there were 	300
math	gsm8k	bridge	last step 700-400	300
math	gsm8k	bridge	result of 700-400	300
math	gsm8k	calc	211-65	146
math	gsm8k	calc	211 minus 65	146
math	gsm8k	calc	146-65	81
math	gsm8k	calc	146 minus 65	81
math	gsm8k	word	If a solver flips a coin 211 times and gets a head on 65 of the flips, how many more tails than heads did he get?	81
math	gsm8k	bridge	last step 146-65	81
math	gsm8k	bridge	result of 146-65	81
math	gsm8k	calc	2*2	4
math	gsm8k	calc	2 times 2	4
math	gsm8k	calc	3*4	12
math	gsm8k	calc	3 times 4	12
math	gsm8k	calc	4+12	16
math	gsm8k	calc	4 plus 12	16
math	gsm8k	calc	36-16	20
math	gsm8k	calc	36 minus 16	20
math	gsm8k	word	Mariel is a dog walker. While walking her pack of dogs, she gets tangled up in the leashes of another dog walker and their 3 dogs. There are 36 legs tangled up in leashes. How many dogs is Mariel walking?	5
math	gsm8k	bridge	last step 36-16	5
math	gsm8k	bridge	result of 36-16	5
math	gsm8k	calc	20-3	17
math	gsm8k	calc	20 minus 3	17
math	gsm8k	calc	2*3	6
math	gsm8k	calc	2 times 3	6
math	gsm8k	calc	10-6	4
math	gsm8k	calc	10 minus 6	4
math	gsm8k	calc	17+4+14	35
math	gsm8k	word	A boat carrying 20 sheep, 10 cows and 14 dogs capsized. 3 of the sheep drowned. Twice as many cows drowned as did sheep. All of the dogs made it to shore. How many total animals made it to the shore?	35
math	gsm8k	bridge	last step 17+4+14	35
math	gsm8k	bridge	result of 17+4+14	35
math	gsm8k	calc	0.5*53	26.5
math	gsm8k	calc	0.5 times 53	26.5
math	gsm8k	calc	1*35	35
math	gsm8k	calc	1 times 35	35
math	gsm8k	calc	2*75	150
math	gsm8k	calc	2 times 75	150
math	gsm8k	calc	1.5*37	55.5
math	gsm8k	calc	1.5 times 37	55.5
math	gsm8k	calc	26.5+35+150+55.5+25	292
math	gsm8k	calc	2*292	584
math	gsm8k	calc	2 times 292	584
math	gsm8k	word	The Rotary Club is holding its annual fundraising Omelet Breakfast, with tickets sold in advance. The tickets come in different price levels, for young children, older children, adults, and seniors. This year they sold 5	584
math	gsm8k	bridge	last step 2*292	584
math	gsm8k	bridge	result of 2*292	584
math	gsm8k	calc	3*4	12
math	gsm8k	calc	3 times 4	12
math	gsm8k	calc	3*12	36
math	gsm8k	calc	3 times 12	36
math	gsm8k	calc	4/2	2
math	gsm8k	calc	4 divided by 2	2
math	gsm8k	calc	3*3	9
math	gsm8k	calc	3 times 3	9
math	gsm8k	calc	9*2	18
math	gsm8k	calc	9 times 2	18
math	gsm8k	calc	18*4	72
math	gsm8k	calc	18 times 4	72
math	gsm8k	calc	72+36	108
math	gsm8k	calc	72 plus 36	108
math	gsm8k	word	There are 4 puppies and 3 dogs at a camp. Each dog eats twice as much food as a puppy, but each puppy eats three times as often as a dog. If a dog eats 4 pounds of food three times a day, what would be the total amount o	108
math	gsm8k	bridge	last step 72+36	108
math	gsm8k	bridge	result of 72+36	108
math	gsm8k	calc	10+17	27
math	gsm8k	calc	10 plus 17	27
math	gsm8k	calc	10/27*189	70
math	gsm8k	calc	70-10	60
math	gsm8k	calc	70 minus 10	60
math	gsm8k	word	Heloise has dogs and cats in the ratio of 10:17, with the total number of pets being 189. If she gives 10 dogs to her friend Janet, how many dogs does she remain with altogether?	60
math	gsm8k	bridge	last step 70-10	60
math	gsm8k	bridge	result of 70-10	60
math	gsm8k	calc	4/(1/8)	32
math	gsm8k	calc	32/8	4
math	gsm8k	calc	32 divided by 8	4
math	gsm8k	word	Antonio is preparing a meal of spaghetti and meatballs for his family. His recipe for meatballs calls for 1/8 of a pound of hamburger per meatball. Antonio has 8 family members, including himself. If he uses 4 pounds of 	4
math	gsm8k	bridge	last step 32/8	4
math	gsm8k	bridge	result of 32/8	4
math	gsm8k	calc	30-10	20
math	gsm8k	calc	30 minus 10	20
math	gsm8k	calc	20/4	5
math	gsm8k	calc	20 divided by 4	5
math	gsm8k	calc	20-5	15
math	gsm8k	calc	20 minus 5	15
math	gsm8k	word	Randy has $30. He spent $10 buying his lunch. He spent a quarter of the money he had left on an ice cream cone. What is the amount of money, in dollars, Randy has left?	15
math	gsm8k	bridge	last step 20-5	15
math	gsm8k	bridge	result of 20-5	15
math	gsm8k	calc	2*6	12
math	gsm8k	calc	2 times 6	12
math	gsm8k	calc	12-5	7
math	gsm8k	calc	12 minus 5	7
math	gsm8k	calc	7-6	1
math	gsm8k	calc	7 minus 6	1
math	gsm8k	word	In 5 years, Andy will be twice as old as Rahim is now. Rahim is 6 now. How much older is Andy than Rahim, right now, in years?	1
math	gsm8k	bridge	last step 7-6	1
math	gsm8k	bridge	result of 7-6	1
math	gsm8k	calc	60/15	4
math	gsm8k	calc	60 divided by 15	4
math	gsm8k	calc	4*5	20
math	gsm8k	calc	4 times 5	20
math	gsm8k	word	In a show, there can be 5 actors at a time. Every actor is in the show for about 15 minutes, and then another 5 actors come in. How many actors can there be on the show in 1 hour?	20
math	gsm8k	bridge	last step 4*5	20
math	gsm8k	bridge	result of 4*5	20
math	gsm8k	calc	0.85*30	25.50
math	gsm8k	calc	0.85 times 30	25.50
math	gsm8k	calc	0.45*30	13.50
math	gsm8k	calc	0.45 times 30	13.50
math	gsm8k	calc	25.50-13.50	12
math	gsm8k	calc	25.50 minus 13.50	12
math	gsm8k	word	Kurt's old refrigerator cost $0.85 a day in electricity. He recently bought a new energy-efficient refrigerator that only cost $0.45 a day in electricity. How much money does Kurt save in a 30-day month with his new refr	12
math	gsm8k	bridge	last step 25.50-13.50	12
math	gsm8k	bridge	result of 25.50-13.50	12
math	gsm8k	calc	50+35+15	100
math	gsm8k	calc	100+(100*(10/100))	110
math	gsm8k	calc	110/10	11
math	gsm8k	calc	110 divided by 10	11
math	gsm8k	word	While cultivating a small farm, a farmer spent $50 on corn seeds, $35 on fertilizers and pesticides, and $15 on labor. After a successful harvest, he was able to gather 10 bags of corn. How much should he sell each bag, 	11
math	gsm8k	bridge	last step 110/10	11
math	gsm8k	bridge	result of 110/10	11
math	gsm8k	calc	108/6	18
math	gsm8k	calc	108 divided by 6	18
math	gsm8k	calc	2160/18	120
math	gsm8k	calc	2160 divided by 18	120
math	gsm8k	calc	120/5	24
math	gsm8k	calc	120 divided by 5	24
math	gsm8k	word	On a farm, on average every 6 cows produce 108 liters of milk per week. In five weeks the cows produced 2160 liters of milk. How many cows are on the farm?	24
math	gsm8k	bridge	last step 120/5	24
math	gsm8k	bridge	result of 120/5	24
math	gsm8k	calc	1/5*200	40
math	gsm8k	calc	200-40	160
math	gsm8k	calc	200 minus 40	160
math	gsm8k	calc	2*40	80
math	gsm8k	calc	2 times 40	80
math	gsm8k	calc	160-80	80
math	gsm8k	calc	160 minus 80	80
math	gsm8k	word	A hot air balloon with 200 balloons is blowing up. After about half an hour, 1/5 of the total number of balloons in the hot air balloon have blown up. After another hour, twice the number of balloons that had already blo	80
math	gsm8k	bridge	last step 160-80	80
math	gsm8k	bridge	result of 160-80	80
math	gsm8k	calc	25+5	30
math	gsm8k	calc	25 plus 5	30
math	gsm8k	calc	3/4*20	15
math	gsm8k	calc	30+25	55
math	gsm8k	calc	30 plus 25	55
math	gsm8k	calc	20+15	35
math	gsm8k	calc	20 plus 15	35
math	gsm8k	calc	35+55	90
math	gsm8k	calc	35 plus 55	90
math	gsm8k	word	Viviana has five more chocolate chips than Susana, while Susana has 3/4 as many vanilla chips as Viviana. If Viviana has 20 Vanilla chips and Susana 25 chocolate chips, calculate the total number of chips they have toget	90
math	gsm8k	bridge	last step 35+55	90
math	gsm8k	bridge	result of 35+55	90
math	gsm8k	calc	60+20	80
math	gsm8k	calc	60 plus 20	80
math	gsm8k	calc	80/10	8
math	gsm8k	calc	80 divided by 10	8
math	gsm8k	word	In a card game, you are awarded 10 points if you win one round. While playing, Jane ends up with 60 points. If she lost 20 points, then how many rounds did she play?	8
math	gsm8k	bridge	last step 80/10	8
math	gsm8k	bridge	result of 80/10	8
math	gsm8k	calc	50*2	100
math	gsm8k	calc	50 times 2	100
math	gsm8k	calc	100*2	200
math	gsm8k	calc	100 times 2	200
math	gsm8k	calc	200*2	400
math	gsm8k	calc	200 times 2	400
math	gsm8k	calc	400*2	800
math	gsm8k	calc	400 times 2	800
math	gsm8k	calc	800*2	1600
math	gsm8k	calc	800 times 2	1600
math	gsm8k	word	In a jar that has 50 ants, the number of ants in the jar doubles each hour. How many ants will be in the jar after 5 hours?	1600
math	gsm8k	bridge	last step 800*2	1600
math	gsm8k	bridge	result of 800*2	1600
math	gsm8k	calc	52-16	36
math	gsm8k	calc	52 minus 16	36
math	gsm8k	calc	450/75	6
math	gsm8k	calc	450 divided by 75	6
math	gsm8k	calc	36/6	6
math	gsm8k	calc	36 divided by 6	6
math	gsm8k	word	Eugene built a model house out of toothpicks and a deck of playing cards. For every card, he used 75 toothpicks. The deck of playing cards had 52 cards, and Eugene used all but 16 of the cards to build his house. If a bo	6
math	gsm8k	bridge	last step 36/6	6
math	gsm8k	bridge	result of 36/6	6
math	gsm8k	calc	60*3	180
math	gsm8k	calc	60 times 3	180
math	gsm8k	calc	60-20	40
math	gsm8k	calc	60 minus 20	40
math	gsm8k	calc	60+10	70
math	gsm8k	calc	60 plus 10	70
math	gsm8k	calc	180+40+70	290
math	gsm8k	word	Jeff committed to run for an hour a day during weekdays. On Thursday, he cut short his run by 20 minutes but was able to jog 10 minutes more on Friday. How many minutes was he able to run for that week?	290
math	gsm8k	bridge	last step 180+40+70	290
math	gsm8k	bridge	result of 180+40+70	290
math	gsm8k	calc	400+500	900
math	gsm8k	calc	400 plus 500	900
math	gsm8k	calc	900+800	1700
math	gsm8k	calc	900 plus 800	1700
math	gsm8k	word	Noemi lost $400 on roulette and $500 on blackjack. How much money did Noemi begin with if she still had $800 in her purse?	1700
math	gsm8k	bridge	last step 900+800	1700
math	gsm8k	bridge	result of 900+800	1700
math	gsm8k	calc	2*4	8
math	gsm8k	calc	2 times 4	8
math	gsm8k	calc	8*12	96
math	gsm8k	calc	8 times 12	96
math	gsm8k	calc	96+104	200
math	gsm8k	calc	96 plus 104	200
math	gsm8k	word	Randy has some money in his piggy bank. He spends 2 dollars every time he goes to the store. He makes 4 trips to the store every month. If he had $104 dollars left in his piggy bank after a year, how much money, in dolla	200
math	gsm8k	bridge	last step 96+104	200
math	gsm8k	bridge	result of 96+104	200
math	gsm8k	calc	6/3	2
math	gsm8k	calc	6 divided by 3	2
math	gsm8k	calc	4*2	8
math	gsm8k	calc	4 times 2	8
math	gsm8k	calc	2+8	10
math	gsm8k	calc	2 plus 8	10
math	gsm8k	word	At the bookstore, Sarah bought 6 paperback books and 4 hardback books. Her brother bought one-third as many paperback books as Sarah bought, and two times the number of hardback books that she bought. How many books did 	10
math	gsm8k	bridge	last step 2+8	10
math	gsm8k	bridge	result of 2+8	10
