# domain	grade	kind	question	answer
# Linguistics RULES (reading+writing) 2026-07-30T02:29:40.271899+00:00
# kind=form|why|how|apply — teach rules, reasons, procedures
literacy	rules	how	How do you apply RD-020?	Read the sentence before/after the hard word; test a meaning that fits.
literacy	rules	apply	Context clues help find?	meaning
literacy	rules	form	What is the form of RD-030 Summary?	summary = retell main points (brief)
literacy	rules	why	Why does RD-030 exist?	Summaries check understanding and compress information.
literacy	rules	how	How do you apply RD-030?	Select main points; drop minor details; retell in fewer words.
literacy	rules	apply	A summary retells?	main
literacy	rules	form	What is the form of RD-040 Synonym?	synonym ≈ same meaning
literacy	rules	why	Why does RD-040 exist?	Synonyms expand vocabulary flexibility and paraphrase skill.
literacy	rules	how	How do you apply RD-040?	If two words mean nearly the same, they are synonyms (big/large).
literacy	rules	apply	A synonym means nearly the?	same
literacy	rules	example	Example of RD-040	big≈large
literacy	rules	example	Example of RD-040	happy≈glad
literacy	rules	form	What is the form of RD-050 Antonym?	antonym = opposite meaning
literacy	rules	why	Why does RD-050 exist?	Antonyms sharpen contrast and precision.
literacy	rules	how	How do you apply RD-050?	If two words mean opposites, they are antonyms (hot/cold).
literacy	rules	apply	An antonym means the?	opposite
literacy	rules	example	Example of RD-050	hot↔cold
literacy	rules	example	Example of RD-050	up↔down
literacy	rules	form	What is the form of RD-060 Infer from evidence?	text evidence → inference (not wild guess)
literacy	rules	why	Why does RD-060 exist?	Inference builds meaning beyond literal lines while staying grounded.
literacy	rules	how	How do you apply RD-060?	Combine what the text says with what must follow; cite the clue.
literacy	rules	apply	An inference should be based on?	evidence
literacy	rules	form	What is the form of RD-070 Setting?	setting = where + when
literacy	rules	why	Why does RD-070 exist?	Setting situates events so causal and social cues make sense.
literacy	rules	how	How do you apply RD-070?	Ask where and when the events happen.
literacy	rules	apply	Setting is where and?	when
literacy	rules	form	What is the form of RD-080 Plot?	plot = sequence of events
literacy	rules	why	Why does RD-080 exist?	Plot is the ordered chain that carries the story’s change.
literacy	rules	how	How do you apply RD-080?	List beginning → middle → end (or key events in order).
literacy	rules	apply	Plot is the sequence of?	events
literacy	rules	form	What is the form of WR-010 Complete sentence?	sentence ≥ subject + predicate
literacy	rules	why	Why does WR-010 exist?	Complete sentences express full claims; fragments confuse readers.
literacy	rules	how	How do you apply WR-010?	Check for subject and verb; if missing, rewrite as complete.
literacy	rules	apply	A complete sentence needs a subject and a?	predicate
literacy	rules	example	Example of WR-010	She runs.
literacy	rules	example	Example of WR-010	NOT: Running fast.
literacy	rules	form	What is the form of WR-020 Topic sentence?	paragraph → topic sentence + support
literacy	rules	why	Why does WR-020 exist?	Topic sentences guide the reader and organize ideas.
literacy	rules	how	How do you apply WR-020?	Open a paragraph with the main point; then give reasons/details.
literacy	rules	apply	A paragraph has a topic?	sentence
literacy	rules	form	What is the form of WR-030 Indent / new idea → new paragraph?	new idea → new paragraph
literacy	rules	why	Why does WR-030 exist?	Paragraphs chunk related ideas so structure is visible.
literacy	rules	how	How do you apply WR-030?	When the idea shifts, start a new paragraph.
literacy	rules	apply	Start a new paragraph for a new?	idea
literacy	rules	form	What is the form of WR-040 Spelling: i before e?	i before e except after c (common pattern)
literacy	rules	why	Why does WR-040 exist?	Spelling patterns reduce arbitrary memory load (with known exceptions).
literacy	rules	how	How do you apply WR-040?	Try i before e except after c (believe, receive); learn exceptions (their, weird).
literacy	rules	apply	Common pattern: i before e except after?	c
literacy	rules	example	Example of WR-040	believe
literacy	rules	example	Example of WR-040	receive
literacy	rules	form	What is the form of CO-010 Thesis states claim?	thesis → main claim
literacy	rules	why	Why does CO-010 exist?	A thesis focuses an essay so evidence has a job.
literacy	rules	how	How do you apply CO-010?	State what you claim in one clear sentence near the opening.
literacy	rules	apply	A thesis states the main?	claim
literacy	rules	form	What is the form of CO-020 Evidence supports claim?	claim ← evidence
literacy	rules	why	Why does CO-020 exist?	Claims without evidence are opinions; evidence makes writing accountable.
literacy	rules	how	How do you apply CO-020?	For each claim, add a fact, example, or quote that supports it.
literacy	rules	apply	Evidence supports a?	claim
literacy	rules	form	What is the form of CO-030 Conclusion wraps ideas?	conclusion → wrap + significance
literacy	rules	why	Why does CO-030 exist?	Conclusions help the reader leave with the point, not a hard stop.
literacy	rules	how	How do you apply CO-030?	Restate the main claim in new words; note why it matters.
literacy	rules	apply	A conclusion wraps up?	ideas
literacy	rules	form	What is the form of CO-040 Transition connects ideas?	idea1 —transition→ idea2
literacy	rules	why	Why does CO-040 exist?	Transitions show logical relation (cause, contrast, addition).
literacy	rules	how	How do you apply CO-040?	Use words like however, therefore, also to show how ideas link.
literacy	rules	apply	A transition connects?	ideas
literacy	rules	example	Example of CO-040	however=contrast
literacy	rules	example	Example of CO-040	therefore=result
literacy	rules	form	What is the form of CO-050 Audience is the reader?	write for intended audience
literacy	rules	why	Why does CO-050 exist?	Audience choice controls vocabulary, tone, and detail level.
literacy	rules	how	How do you apply CO-050?	Ask who will read this; adjust words and explanations for them.
literacy	rules	apply	Audience is the intended?	reader
literacy	rules	form	What is the form of CO-060 Tone is attitude?	tone = author's attitude
literacy	rules	why	Why does CO-060 exist?	Tone shapes how the message is received (formal, playful, serious).
literacy	rules	how	How do you apply CO-060?	Choose words that match the attitude you intend.
literacy	rules	apply	Tone is the author's?	attitude
literacy	rules	form	What is the form of LIT-010 Simile uses like/as?	simile: A like/as B
literacy	rules	why	Why does LIT-010 exist?	Similes make comparisons explicit for the reader.
literacy	rules	how	How do you apply LIT-010?	If comparison uses like or as, label it simile.
literacy	rules	apply	A simile uses like or?	as
literacy	rules	example	Example of LIT-010	b
literacy	rules	example	Example of LIT-010	r
literacy	rules	form	What is the form of LIT-020 Metaphor without like/as?	metaphor: A is B (figurative)
literacy	rules	why	Why does LIT-020 exist?	Metaphors compress comparison into identity language.
literacy	rules	how	How do you apply LIT-020?	If comparison does not use like/as, consider metaphor.
literacy	rules	apply	A metaphor compares without like or?	as
literacy	rules	example	Example of LIT-020	t
literacy	rules	example	Example of LIT-020	i
literacy	rules	form	What is the form of LIT-030 Theme is message?	theme = message / insight
literacy	rules	why	Why does LIT-030 exist?	Theme is what the work says about life or people, not just plot.
literacy	rules	how	How do you apply LIT-030?	After the story, ask what larger idea it suggests.
literacy	rules	apply	Theme is the?	message
literacy	rules	form	What is the form of PH-050 Vowel team ai/ay?	ai/ay → long a
literacy	rules	why	Why does PH-050 exist?	Vowel teams are multi-letter spellings of one vowel sound.
literacy	rules	how	How do you apply PH-050?	When you see ai (middle) or ay (end), try long a (rain, play).
literacy	rules	apply	The team ay usually says long?	a
literacy	rules	example	Example of PH-050	rain
literacy	rules	example	Example of PH-050	play
literacy	rules	form	What is the form of PH-060 Vowel team ee/ea?	ee/ea → long e (often)
literacy	rules	why	Why does PH-060 exist?	Common long-e spellings reduce guesswork in decoding.
literacy	rules	how	How do you apply PH-060?	Try long e for ee/ea (tree, read); note ea can also be short e (bread).
literacy	rules	apply	The team ee usually says long?	e
literacy	rules	example	Example of PH-060	tree
literacy	rules	example	Example of PH-060	beach
literacy	rules	form	What is the form of PH-070 R-controlled vowel?	ar/or/er/ir/ur → r-colored vowel
literacy	rules	why	Why does PH-070 exist?	R after a vowel changes the vowel sound (bossy r).
literacy	rules	how	How do you apply PH-070?	When a vowel is followed by r, use the r-controlled sound (car, her, bird).
literacy	rules	apply	A vowel followed by r is called r-?	controlled
literacy	rules	example	Example of PH-070	car
literacy	rules	example	Example of PH-070	her
literacy	rules	form	What is the form of PH-080 Consonant blend?	bl/st/tr… → two consonants both heard
literacy	rules	why	Why does PH-080 exist?	Blends keep both sounds (unlike digraphs).
literacy	rules	how	How do you apply PH-080?	Say both consonants quickly (blue, stop, tree).
literacy	rules	apply	In a blend you hear both?	sounds
literacy	rules	example	Example of PH-080	blue
literacy	rules	example	Example of PH-080	stop
literacy	rules	form	What is the form of GR-110 Compound sentence with and/but?	independent + FANBOYS + independent
literacy	rules	why	Why does GR-110 exist?	Compound sentences join equal complete thoughts.
literacy	rules	how	How do you apply GR-110?	If two complete sentences are joined by and/but/or, use a comma before the conjunction when needed.
literacy	rules	apply	And/but can join two complete?	sentences
literacy	rules	example	Example of GR-110	I
literacy	rules	example	Example of GR-110	 
literacy	rules	form	What is the form of GR-120 Complex sentence subordinators?	dependent clause + independent clause
literacy	rules	why	Why does GR-120 exist?	Complex sentences show unequal clause relationships (because, when, if).
literacy	rules	how	How do you apply GR-120?	Use because/when/if to attach a reason or condition clause to a main clause.
literacy	rules	apply	Because can introduce a dependent?	clause
literacy	rules	example	Example of GR-120	I
literacy	rules	example	Example of GR-120	 
literacy	rules	form	What is the form of GR-130 Subject-verb agreement?	singular subject → singular verb; plural → plural
literacy	rules	why	Why does GR-130 exist?	Agreement keeps person/number consistent for the reader.
literacy	rules	how	How do you apply GR-130?	Match verb form to subject number (he runs / they run).
literacy	rules	apply	A singular subject takes a singular?	verb
literacy	rules	example	Example of GR-130	he runs
literacy	rules	example	Example of GR-130	they run
literacy	rules	form	What is the form of CO-070 Essay intro-body-conclusion?	intro → body → conclusion
literacy	rules	why	Why does CO-070 exist?	Macro-structure helps readers track the argument arc.
literacy	rules	how	How do you apply CO-070?	Open with hook+thesis, develop with body paragraphs, end by wrapping the claim.
literacy	rules	apply	An essay structure is intro body?	conclusion
literacy	rules	form	What is the form of CO-080 Body paragraph PEEL?	Point → Evidence → Explain → Link
literacy	rules	why	Why does CO-080 exist?	PEEL keeps each paragraph claim-driven and supported.
literacy	rules	how	How do you apply CO-080?	State a point, give evidence, explain it, link to the thesis.
literacy	rules	apply	In PEEL, E after Point stands for?	evidence
literacy	rules	form	What is the form of CO-090 Claim-reason-evidence chain?	claim ← reason ← evidence
literacy	rules	why	Why does CO-090 exist?	Multi-hop writing: each layer supports the one above.
literacy	rules	how	How do you apply CO-090?	Write claim, then because-reason, then fact/example as evidence.
literacy	rules	apply	Evidence supports a reason that supports a?	claim
literacy	rules	form	What is the form of WR-050 Apostrophe possession?	noun + 's → belonging (singular)
literacy	rules	why	Why does WR-050 exist?	Apostrophes mark possession so ownership is clear.
literacy	rules	how	How do you apply WR-050?	For most singular nouns, add 's (dog's bone).
literacy	rules	apply	Add apostrophe s to show?	possession
literacy	rules	example	Example of WR-050	dog's
literacy	rules	example	Example of WR-050	Sam's
literacy	rules	form	What is the form of WR-060 Its vs it's?	its = possessive; it's = it is
literacy	rules	why	Why does WR-060 exist?	Homophones cause writing errors; rule disambiguates.
literacy	rules	how	How do you apply WR-060?	Use it's only for it is/it has; use its for belonging.
literacy	rules	apply	It's is a contraction for it?	is
literacy	rules	example	Example of WR-060	it's raining
literacy	rules	example	Example of WR-060	its color
literacy	rules	form	What is the form of RD-090 Fact vs opinion?	fact = checkable; opinion = belief/feeling
literacy	rules	why	Why does RD-090 exist?	Critical reading separates verifiable claims from attitudes.
literacy	rules	how	How do you apply RD-090?	Ask: can this be proven with evidence? If not, it may be opinion.
literacy	rules	apply	A fact can be checked with?	evidence
literacy	rules	form	What is the form of RD-100 Author's purpose?	purpose ∈ {persuade, inform, entertain}
literacy	rules	why	Why does RD-100 exist?	Purpose guides interpretation of tone and structure.
literacy	rules	how	How do you apply RD-100?	Ask why the author wrote: to persuade, inform, or entertain.
literacy	rules	apply	PIE purposes include persuade inform?	entertain
literacy	rules	drill	What does phonics map letters to?	sounds
literacy	rules	drill	In CVC words the middle vowel is usually?	short
literacy	rules	drill	Final e in cake is?	silent
literacy	rules	drill	sh in ship is a?	digraph
literacy	rules	drill	Blending joins sounds from?	left
literacy	rules	drill	Many plurals add?	s
literacy	rules	drill	Many past tense verbs end in?	ed
literacy	rules	drill	Prefix un often means?	not
literacy	rules	drill	Suffix er can mean?	one
literacy	rules	drill	Ending ing often shows action is?	ongoing
literacy	rules	drill	A sentence starts with a?	capital
literacy	rules	drill	A sentence ends with a?	period
literacy	rules	drill	A question ends with a question?	mark
literacy	rules	drill	A noun can name a person place or?	thing
literacy	rules	drill	A verb names an?	action
literacy	rules	drill	An adjective describes a?	noun
literacy	rules	drill	The subject does the?	action
literacy	rules	drill	The predicate tells the?	action
literacy	rules	drill	A pronoun replaces a?	noun
literacy	rules	drill	A comma can separate?	items
literacy	rules	drill	The main idea is the central?	point
literacy	rules	drill	Context clues help find?	meaning
literacy	rules	drill	A summary retells?	main
literacy	rules	drill	A synonym means nearly the?	same
literacy	rules	drill	An antonym means the?	opposite
literacy	rules	drill	An inference should be based on?	evidence
literacy	rules	drill	Setting is where and?	when
literacy	rules	drill	Plot is the sequence of?	events
literacy	rules	drill	A complete sentence needs a subject and a?	predicate
literacy	rules	drill	A paragraph has a topic?	sentence
literacy	rules	drill	Start a new paragraph for a new?	idea
literacy	rules	drill	Common pattern: i before e except after?	c
literacy	rules	drill	A thesis states the main?	claim
literacy	rules	drill	Evidence supports a?	claim
literacy	rules	drill	A conclusion wraps up?	ideas
literacy	rules	drill	A transition connects?	ideas
literacy	rules	drill	Audience is the intended?	reader
literacy	rules	drill	Tone is the author's?	attitude
literacy	rules	drill	A simile uses like or?	as
literacy	rules	drill	A metaphor compares without like or?	as
literacy	rules	drill	Theme is the?	message
literacy	rules	drill	The team ay usually says long?	a
literacy	rules	drill	The team ee usually says long?	e
literacy	rules	drill	A vowel followed by r is called r-?	controlled
literacy	rules	drill	In a blend you hear both?	sounds
literacy	rules	drill	And/but can join two complete?	sentences
literacy	rules	drill	Because can introduce a dependent?	clause
literacy	rules	drill	A singular subject takes a singular?	verb
literacy	rules	drill	An essay structure is intro body?	conclusion
literacy	rules	drill	In PEEL, E after Point stands for?	evidence
literacy	rules	drill	Evidence supports a reason that supports a?	claim
literacy	rules	drill	Add apostrophe s to show?	possession
literacy	rules	drill	It's is a contraction for it?	is
literacy	rules	drill	A fact can be checked with?	evidence
literacy	rules	drill	PIE purposes include persuade inform?	entertain
literacy	rules	drill	Capitalize the first letter of: the dog ran	The dog ran
literacy	rules	drill	End this statement correctly: I see a bird	I see a bird.
literacy	rules	drill	End this question correctly: Where is home	Where is home?
literacy	rules	drill	Plural of cat	cats
literacy	rules	drill	Past tense of walk	walked
literacy	rules	drill	Add prefix un- to happy	unhappy
literacy	rules	drill	Add suffix -er to teach	teacher
literacy	rules	drill	Is big/large synonym or antonym?	synonym
literacy	rules	drill	Is hot/cold synonym or antonym?	antonym
literacy	rules	drill	brave as a lion is a simile or metaphor?	simile
literacy	rules	drill	time is a thief is a simile or metaphor?	metaphor
literacy	rules	drill	CVC middle vowel in cat is long or short?	short
literacy	rules	drill	In cake the final e is pronounced or silent?	silent
literacy	rules	drill	The team ay usually says long a or short a?	a
literacy	rules	drill	A vowel followed by r is called r-controlled or free?	controlled
literacy	rules	drill	In a blend you hear both letters or one sound?	sounds
literacy	rules	drill	And/but can join two complete what?	sentences
literacy	rules	drill	Because can introduce a dependent what?	clause
literacy	rules	drill	A singular subject takes a singular what?	verb
literacy	rules	drill	An essay structure is intro body what?	conclusion
literacy	rules	drill	In PEEL, E after Point stands for what?	evidence
literacy	rules	drill	It's is a contraction for it what?	is
literacy	rules	drill	A fact can be checked with what?	evidence
literacy	rules	drill	PIE purposes include persuade inform what?	entertain
